run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	instrument_platform	instrument_model	experiment_alias	fastq_bytes	fastq_ftp	submitted_bytes	submitted_ftp	sra_bytes	sra_ftp	sample_alias	bam_ftp	bam_bytes
SRR19762537	SAMN29221266	SRX15807215	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG03091_batch07_rep1	1440160817;1448739606	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/037/SRR19762537/SRR19762537_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/037/SRR19762537/SRR19762537_2.fastq.gz			2085743506	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/037/SRR19762537/SRR19762537.lite	HG03091		
SRR19762545	SAMN29221232	SRX15807206	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02731_batch08_rep1	1472152159;1474665361	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/045/SRR19762545/SRR19762545_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/045/SRR19762545/SRR19762545_2.fastq.gz			2103514122	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/045/SRR19762545/SRR19762545.lite	HG02731		
SRR19762559	SAMN29221207	SRX15807192	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02545_batch12_rep1	1690717953;1690228757	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/059/SRR19762559/SRR19762559_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/059/SRR19762559/SRR19762559_2.fastq.gz			2438933146	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/059/SRR19762559/SRR19762559.lite	HG02545		
SRR19762550	SAMN29221233	SRX15807207	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02733_batch12_rep1	1574187573;1575226273	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/050/SRR19762550/SRR19762550_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/050/SRR19762550/SRR19762550_2.fastq.gz			2265174362	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/050/SRR19762550/SRR19762550.lite	HG02733		
SRR19762563	SAMN29221206	SRX15807191	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02536_batch04_rep1	1425695403;1427985135	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/063/SRR19762563/SRR19762563_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/063/SRR19762563/SRR19762563_2.fastq.gz			2072413818	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/063/SRR19762563/SRR19762563.lite	HG02536		
SRR19762553	SAMN29221224	SRX15807197	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02660_batch03_rep1	1416743279;1420504381	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/053/SRR19762553/SRR19762553_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/053/SRR19762553/SRR19762553_2.fastq.gz			2003755763	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/053/SRR19762553/SRR19762553.lite	HG02660		
SRR19762554	SAMN29221222	SRX15807196	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02649_batch02_rep1	1668228898;1671001340	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/054/SRR19762554/SRR19762554_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/054/SRR19762554/SRR19762554_2.fastq.gz			2366038653	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/054/SRR19762554/SRR19762554.lite	HG02649		
SRR19762567	SAMN29220927	SRX15807183	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG00108_batch10_rep1	1404006316;1406341758	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/067/SRR19762567/SRR19762567_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/067/SRR19762567/SRR19762567_2.fastq.gz			2018668909	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/067/SRR19762567/SRR19762567.lite	HG00108		
SRR19762560	SAMN29221205	SRX15807190	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02513_batch02_rep1	1623969288;1625687813	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/060/SRR19762560/SRR19762560_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/060/SRR19762560/SRR19762560_2.fastq.gz			2300596675	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/060/SRR19762560/SRR19762560.lite	HG02513		
SRR19762561	SAMN29221203	SRX15807189	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02502_batch12_rep1	1516985004;1526795017	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/061/SRR19762561/SRR19762561_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/061/SRR19762561/SRR19762561_2.fastq.gz			2226670859	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/061/SRR19762561/SRR19762561.lite	HG02502		
SRR19762577	SAMN29221158	SRX15807177	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02166_batch03_rep1	1234968316;1244734793	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/077/SRR19762577/SRR19762577_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/077/SRR19762577/SRR19762577_2.fastq.gz			1777846708	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/077/SRR19762577/SRR19762577.lite	HG02166		
SRR19762564	SAMN29221208	SRX15807193	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02568_batch11_rep1	1688975664;1693544177	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/064/SRR19762564/SRR19762564_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/064/SRR19762564/SRR19762564_2.fastq.gz			2450054776	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/064/SRR19762564/SRR19762564.lite	HG02568		
SRR19762568	SAMN29221198	SRX15807182	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02481_batch14_rep1	1389549136;1392013524	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/068/SRR19762568/SRR19762568_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/068/SRR19762568/SRR19762568_2.fastq.gz			1992746861	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/068/SRR19762568/SRR19762568.lite	HG02481		
SRR19762583	SAMN29221150	SRX15807167	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02128_batch06_rep1	1458236472;1477927753	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/083/SRR19762583/SRR19762583_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/083/SRR19762583/SRR19762583_2.fastq.gz			2098507555	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/083/SRR19762583/SRR19762583.lite	HG02128		
SRR19762569	SAMN29221199	SRX15807181	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02489_batch06_rep1	1551492606;1571142293	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/069/SRR19762569/SRR19762569_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/069/SRR19762569/SRR19762569_2.fastq.gz			2215050728	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/069/SRR19762569/SRR19762569.lite	HG02489		
SRR19762570	SAMN29220944	SRX15807184	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG00183_batch03_rep3	1396321311;1401033172	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/070/SRR19762570/SRR19762570_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/070/SRR19762570/SRR19762570_2.fastq.gz			1979754472	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/070/SRR19762570/SRR19762570.lite	HG00183		
SRR19762585	SAMN29221153	SRX15807172	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02142_batch10_rep1	1577930385;1585062353	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/085/SRR19762585/SRR19762585_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/085/SRR19762585/SRR19762585_2.fastq.gz			2237575271	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/085/SRR19762585/SRR19762585.lite	HG02142		
SRR19762573	SAMN29221159	SRX15807178	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02178_batch13_rep1	1463994973;1466488743	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/073/SRR19762573/SRR19762573_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/073/SRR19762573/SRR19762573_2.fastq.gz			2101488221	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/073/SRR19762573/SRR19762573.lite	HG02178		
SRR19762593	SAMN29221103	SRX15807159	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01809_batch09_rep1	1826858854;1833080840	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/093/SRR19762593/SRR19762593_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/093/SRR19762593/SRR19762593_2.fastq.gz			2616697777	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/093/SRR19762593/SRR19762593.lite	HG01809		
SRR19762595	SAMN29221101	SRX15807155	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01800_batch08_rep1	1653201076;1656314536	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/095/SRR19762595/SRR19762595_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/095/SRR19762595/SRR19762595_2.fastq.gz			2358825619	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/095/SRR19762595/SRR19762595.lite	HG01800		
SRR19762579	SAMN29221154	SRX15807173	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02150_batch15_rep1	1360826845;1362708766	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/079/SRR19762579/SRR19762579_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/079/SRR19762579/SRR19762579_2.fastq.gz			1946988132	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/079/SRR19762579/SRR19762579.lite	HG02150		
SRR19762581	SAMN29221151	SRX15807169	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02134_batch13_rep1	1435088019;1437443806	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/081/SRR19762581/SRR19762581_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/081/SRR19762581/SRR19762581_2.fastq.gz			2062057447	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/081/SRR19762581/SRR19762581.lite	HG02134		
SRR19762603	SAMN29221061	SRX15807484	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01447_batch01_rep1	1255945930;1258195887	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/003/SRR19762603/SRR19762603_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/003/SRR19762603/SRR19762603_2.fastq.gz			1787955987	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/003/SRR19762603/SRR19762603.lite	HG01447		
SRR19762582	SAMN29221149	SRX15807168	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG02121_batch08_rep1	1535965050;1539548016	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/082/SRR19762582/SRR19762582_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/082/SRR19762582/SRR19762582_2.fastq.gz			2195840458	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/082/SRR19762582/SRR19762582.lite	HG02121		
SRR19762590	SAMN29221105	SRX15807160	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01817_batch14_rep1	1389501860;1390693741	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/090/SRR19762590/SRR19762590_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/090/SRR19762590/SRR19762590_2.fastq.gz			1990459017	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/090/SRR19762590/SRR19762590.lite	HG01817		
SRR19762606	SAMN29221056	SRX15807148	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01389_batch03_rep1	1597925489;1602899852	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/006/SRR19762606/SRR19762606_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/006/SRR19762606/SRR19762606_2.fastq.gz			2260660716	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/006/SRR19762606/SRR19762606.lite	HG01389		
SRR19762596	SAMN29221099	SRX15807154	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01790_batch01_rep1	1390596380;1393377872	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/096/SRR19762596/SRR19762596_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/096/SRR19762596/SRR19762596_2.fastq.gz			1980896864	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/096/SRR19762596/SRR19762596.lite	HG01790		
SRR19762598	SAMN29220926	SRX15807156	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG00105_batch13_rep1	1368446874;1370546498	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/098/SRR19762598/SRR19762598_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/098/SRR19762598/SRR19762598_2.fastq.gz			1960388473	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/098/SRR19762598/SRR19762598.lite	HG00105		
SRR19762609	SAMN29221052	SRX15807144	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01363_batch07_rep1	1709499759;1713793547	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/009/SRR19762609/SRR19762609_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/009/SRR19762609/SRR19762609_2.fastq.gz			2440944427	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/009/SRR19762609/SRR19762609.lite	HG01363		
SRR19762600	SAMN29221098	SRX15807152	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01785_batch04_rep1	1391384740;1395100940	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/000/SRR19762600/SRR19762600_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/000/SRR19762600/SRR19762600_2.fastq.gz			2036044143	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/000/SRR19762600/SRR19762600.lite	HG01785		
SRR19762611	SAMN29221050	SRX15807141	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01345_batch10_rep1	1710100725;1717880699	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/011/SRR19762611/SRR19762611_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/011/SRR19762611/SRR19762611_2.fastq.gz			2441418876	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/011/SRR19762611/SRR19762611.lite	HG01345		
SRR19762604	SAMN29221062	SRX15807486	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01461_batch17_rep1	4297215491;4294747150	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/004/SRR19762604/SRR19762604_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/004/SRR19762604/SRR19762604_2.fastq.gz			6068736537	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/004/SRR19762604/SRR19762604.lite	HG01461		
SRR19762612	SAMN29220934	SRX15807143	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG00130_batch05_rep2	2308306783;2306091957	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/012/SRR19762612/SRR19762612_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/012/SRR19762612/SRR19762612_2.fastq.gz			3339755204	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/012/SRR19762612/SRR19762612.lite	HG00130		
SRR19762607	SAMN29221055	SRX15807147	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01383_batch04_rep1	1421851843;1424034221	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/007/SRR19762607/SRR19762607_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/007/SRR19762607/SRR19762607_2.fastq.gz			2075708060	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/007/SRR19762607/SRR19762607.lite	HG01383		
SRR19762615	SAMN29221048	SRX15807139	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG01341_batch08_rep1	1288518837;1290712323	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/015/SRR19762615/SRR19762615_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/015/SRR19762615/SRR19762615_2.fastq.gz			1840434987	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/015/SRR19762615/SRR19762615.lite	HG01341		
SRR19762619	SAMN29221504	SRX15807435	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA19055_batch15_rep1	1377481752;1377905703	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/019/SRR19762619/SRR19762619_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/019/SRR19762619/SRR19762619_2.fastq.gz			1961955644	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/019/SRR19762619/SRR19762619.lite	NA19055		
SRR19762620	SAMN29221503	SRX15807434	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA19054_batch02_rep1	1164589137;1166344459	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/020/SRR19762620/SRR19762620_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/020/SRR19762620/SRR19762620_2.fastq.gz			1655128767	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/020/SRR19762620/SRR19762620.lite	NA19054		
SRR19762625	SAMN29221502	SRX15807433	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA19038_batch14_rep1	2144031258;2147290612	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/025/SRR19762625/SRR19762625_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/025/SRR19762625/SRR19762625_2.fastq.gz			3058455344	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/025/SRR19762625/SRR19762625.lite	NA19038		
SRR19762621	SAMN29221501	SRX15807432	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA19028_batch03_rep1	1453217176;1457015267	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/021/SRR19762621/SRR19762621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/021/SRR19762621/SRR19762621_2.fastq.gz			2050579452	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/021/SRR19762621/SRR19762621.lite	NA19028		
SRR19762626	SAMN29220966	SRX15807428	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG00325_batch05_rep3	2597847589;2593481518	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/026/SRR19762626/SRR19762626_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/026/SRR19762626/SRR19762626_2.fastq.gz			3724556611	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/026/SRR19762626/SRR19762626.lite	HG00325		
SRR19762622	SAMN29221499	SRX15807430	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA19025_batch04_rep1	1357502460;1359996899	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/022/SRR19762622/SRR19762622_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/022/SRR19762622/SRR19762622_2.fastq.gz			1981971598	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/022/SRR19762622/SRR19762622.lite	NA19025		
SRR19762627	SAMN29220928	SRX15807427	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	HG00110_batch09_rep3	1768675072;1776214809	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/027/SRR19762627/SRR19762627_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/027/SRR19762627/SRR19762627_2.fastq.gz			2554595891	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/027/SRR19762627/SRR19762627.lite	HG00110		
SRR19762623	SAMN29221498	SRX15807429	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA19010_batch12_rep1	1648117188;1653512429	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/023/SRR19762623/SRR19762623_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/023/SRR19762623/SRR19762623_2.fastq.gz			2387208683	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/023/SRR19762623/SRR19762623.lite	NA19010		
SRR19762628	SAMN29221447	SRX15807425	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA18553_batch14_rep1	1600125221;1603793047	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/028/SRR19762628/SRR19762628_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/028/SRR19762628/SRR19762628_2.fastq.gz			2301684935	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/028/SRR19762628/SRR19762628.lite	NA18553		
SRR19762629	SAMN29221445	SRX15807423	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA18545_batch04_rep1	1286038758;1292036042	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/029/SRR19762629/SRR19762629_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/029/SRR19762629/SRR19762629_2.fastq.gz			1892291718	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/029/SRR19762629/SRR19762629.lite	NA18545		
SRR19762633	SAMN29221443	SRX15807421	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA18542_batch16_rep1	1595267460;1606070382	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/033/SRR19762633/SRR19762633_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/033/SRR19762633/SRR19762633_2.fastq.gz			2346340397	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/033/SRR19762633/SRR19762633.lite	NA18542		
SRR19762630	SAMN29221444	SRX15807422	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA18544_batch07_rep1	1207785582;1209723109	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/030/SRR19762630/SRR19762630_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/030/SRR19762630/SRR19762630_2.fastq.gz			1727702488	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/030/SRR19762630/SRR19762630.lite	NA18544		
SRR19762636	SAMN29221439	SRX15807416	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA18531_batch13_rep1	1557508317;1559936122	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/036/SRR19762636/SRR19762636_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/036/SRR19762636/SRR19762636_2.fastq.gz			2229922794	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/036/SRR19762636/SRR19762636.lite	NA18531		
SRR19762631	SAMN29221446	SRX15807424	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA18548_batch13_rep1	1467094544;1468764663	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/031/SRR19762631/SRR19762631_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/031/SRR19762631/SRR19762631_2.fastq.gz			2102684109	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/031/SRR19762631/SRR19762631.lite	NA18548		
SRR19762640	SAMN29221437	SRX15807414	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA18522_batch09_rep1	1570259741;1578566507	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/040/SRR19762640/SRR19762640_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/040/SRR19762640/SRR19762640_2.fastq.gz			2275072166	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/040/SRR19762640/SRR19762640.lite	NA18522		
SRR19762634	SAMN29221442	SRX15807420	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA18541_batch12_rep1	1475130593;1476456046	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/034/SRR19762634/SRR19762634_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/034/SRR19762634/SRR19762634_2.fastq.gz			2115263022	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/034/SRR19762634/SRR19762634.lite	NA18541		
SRR19762641	SAMN29221436	SRX15807413	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA18516_batch04_rep1	1023905083;1024199928	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/041/SRR19762641/SRR19762641_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/041/SRR19762641/SRR19762641_2.fastq.gz			1517276024	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/041/SRR19762641/SRR19762641.lite	NA18516		
SRR19762635	SAMN29221440	SRX15807418	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA18535_batch04_rep1	1438847001;1440514902	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/035/SRR19762635/SRR19762635_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/035/SRR19762635/SRR19762635_2.fastq.gz			2107773681	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/035/SRR19762635/SRR19762635.lite	NA18535		
SRR19762642	SAMN29221409	SRX15807411	PRJNA851328	9606	Homo sapiens	ILLUMINA	Illumina NovaSeq 6000	NA12058_batch15_rep1	1356827033;1355932671	ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/042/SRR19762642/SRR19762642_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR197/042/SRR19762642/SRR19762642_2.fastq.gz			1939434597	ftp.sra.ebi.ac.uk/vol1/srr/SRR197/042/SRR19762642/SRR19762642.lite	NA12058		
